순번,분류체계ID,분류체계명,상위과제ID,분류체계단계,시행시기,수행기관,기관코드,분류체계경로
5982,NB000520061215100126564,국민연금 개혁,NB000420061215100126563,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금정책>>국민연금 개혁
5983,NB000520061215100126532,국민연금 급여기준 수립·조정,NB000420061215100126531,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금급여>>국민연금 급여기준 수립·조정
5984,NB000520061215100126535,국민연금 제도개선 및 내실화,NB000420061215100126531,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금급여>>국민연금 제도개선 및 내실화
5985,NB000520061215100126568,국민연금가입자 자격관리,NB000420061215100126563,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금정책>>국민연금가입자 자격관리
5986,NB000520061215100126537,국민연금관련 국제협력 지원,NB000420061215100126531,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금급여>>국민연금관련 국제협력 지원
5987,NB000520061215100126572,국민연금관련 국제협력 지원,NB000420061215100126563,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금정책>>국민연금관련 국제협력 지원
5988,NB000520061215100126574,국민연금관리공단 지도· 관리,NB000420061215100126563,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금정책>>국민연금관리공단 지도· 관리
5989,NB000520061215100126546,국민연금기금운용계획 관리,NB000420061215100126545,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금재정>>국민연금기금운용계획 관리
5990,NB000520061215100126549,국민연금기금운용위원회 운영,NB000420061215100126545,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금재정>>국민연금기금운용위원회 운영
5991,NB000520061215100126552,"국민연금기금의 출납,결산등 회계처리",NB000420061215100126545,소기능,2010-03-19,보건복지부,1352000,"사회복지>>공적연금>>국민연금>>연금재정>>국민연금기금의 출납,결산등 회계처리"
5992,NB000520061215100126577,국민연금보험료 부과 · 징수관리,NB000420061215100126563,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금정책>>국민연금보험료 부과 · 징수관리
5993,NB000520061215100126539,국민연금수급자 관리,NB000420061215100126531,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금급여>>국민연금수급자 관리
5994,NB000520061215100126542,국민연금재심사에 관한 사항,NB000420061215100126531,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금급여>>국민연금재심사에 관한 사항
5995,NB000520061215100126558,국민연금재정 수지추계 관리,NB000420061215100126545,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금재정>>국민연금재정 수지추계 관리
5996,NB000520061215100126583,국민연금제도관련 교육 홍보,NB000420061215100126563,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금정책>>국민연금제도관련 교육 홍보
5997,NB000520061215100126561,국민연금회관에 관한 사항,NB000420061215100126545,소기능,2010-03-19,보건복지부,1352000,사회복지>>공적연금>>국민연금>>연금재정>>국민연금회관에 관한 사항
5998,B1000520091014000217892,국민운동 추진,B1000420060911000195839,소기능,2017-07-26,행정안전부,1741000,일반공공행정>>지방행정·재정지원>>지방행정>>선거 및 지방의회>>국민운동 추진
5999,BIS3ea045a3cb874027ffdf050630082300,국민운동단체 등 관련법 운영 및 지원,B1000420060911000195839,소기능,2017-07-26,행정안전부,1741000,일반공공행정>>지방행정·재정지원>>지방행정>>선거 및 지방의회>>국민운동단체 등 관련법 운영 및 지원
6000,NB000520061215100140483,국민의 국내관광 활성화,NB000420061215100140467,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>관광>>관광정책>>관광진흥 기반구축>>국민의 국내관광 활성화
6001,NB000520061215100140480,국민의 국내여행 증진,NB000420061215100140467,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>관광>>관광정책>>관광진흥 기반구축>>국민의 국내여행 증진
6002,NB000520061213100114825,국민임대주택건설 관리,NB000420061213100114824,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택임대주택정책>>국민임대주택건설 총괄>>국민임대주택건설 관리
6003,NB000520061213100114828,국민임대주택건설 사업관리,NB000420061213100114824,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택임대주택정책>>국민임대주택건설 총괄>>국민임대주택건설 사업관리
6004,NB000520061213100115543,국민임대주택단지 관리,NB000420061213100115481,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택임대주택정책>>택지개발정책 총괄>>국민임대주택단지 관리
6005,NB000520061201100032672,국민제안 운영 및 관리,NB000420061201100032671,소기능,2008-02-29,국민권익위원회,1140100,일반공공행정>>국민권익·인권>>고충민원처리및행정제도개선>>고충민원제도개선>>국민제안 운영 및 관리
6006,NB000520061201100029398,국민제안관리,NB000420061201100029391,소기능,2013-03-23,교육부,1342000,교육>>교육일반>>교육행정지원>>고객만족행정>>국민제안관리
6007,B1000520171017000232150,국민주권분과,B1000420170927000232104,소기능,2017-10-17,정책기획위원회,1071000,일반공공행정>>국정운영>>정책기획위원회운영>>국정과제관리>>국민주권분과
6008,NB000520061213100114838,국민주택기금 관리,NB000420061213100114491,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택정책>>주거복지정책 총괄>>국민주택기금 관리
6009,NB000520061213100114909,국민주택기금 운용,NB000420061213100114491,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택정책>>주거복지정책 총괄>>국민주택기금 운용
6010,NB000520061213100114833,국민주택기금 제도개선,NB000420061213100114491,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택정책>>주거복지정책 총괄>>국민주택기금 제도개선
6011,NB000520061213100114836,국민주택기금 조성,NB000420061213100114491,소기능,2013-03-23,국토교통부,1613000,사회복지>>주택>>주택정책>>주거복지정책 총괄>>국민주택기금 조성
6012,B1000520190107000233448,국민참여 사회문제 해결프로젝트,B1000420060828000195796,소기능,2019-01-07,행정안전부,1741000,일반공공행정>>지방행정·재정지원>>지역균형발전>>지역발전>>국민참여 사회문제 해결프로젝트
6013,B1000520180604000232737,국민참여예산제도 운영,NB000420061207100090539,소기능,2018-06-04,기획재정부,1051000,재정·세제·금융>>기획재정>>재정운용>>재정운용협력>>국민참여예산제도 운영
6014,B1000520070105000199342,국민체육진흥공단 지도 감독,NB000420061215100140594,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>체육>>체육정책>>체육정책 총괄>>국민체육진흥공단 지도 감독
6015,B1000520210108000238706,국민취업지원,NB000420061201100036359,소기능,2021-01-08,고용노동부,1492000,사회복지>>고용노동>>고용정책>>고용안정센터 운영>>국민취업지원
6016,B1000520130104000223379,국민통합위원회 구성,B1000420130104000223378,소기능,2022-03-17,대통령직인수위원회,1790634,일반공공행정>>국정운영>>대통령직인수위원회>>특별위원회>>국민통합위원회 구성
6017,BIS982abefdcb864027fffc050630081802,국민투표·주민투표제도 개선·운영,B1000420060911000195839,소기능,2017-07-26,행정안전부,1741000,일반공공행정>>지방행정·재정지원>>지방행정>>선거 및 지방의회>>국민투표·주민투표제도 개선·운영
6018,B1000520120214000222284,국민홍보,NB000420061207100084381,소기능,2014-03-21,문화체육관광부,1371000,일반공공행정>>국정홍보>>국정홍보기획>>대국민홍보 기획>>국민홍보
6019,B1000520080418000212029,국부운용기본계획수립,B1000420080417000212009,소기능,2008-04-21,기획재정부,1051000,재정·세제·금융>>기획재정>>국제금융>>국부운용>>국부운용기본계획수립
6020,B1000520080418000212030,국부운용실적관리,B1000420080417000212009,소기능,2008-04-21,기획재정부,1051000,재정·세제·금융>>기획재정>>국제금융>>국부운용>>국부운용실적관리
6021,B1000520080418000212032,국부펀드 협력,B1000420080417000212009,소기능,2008-04-21,기획재정부,1051000,재정·세제·금융>>기획재정>>국제금융>>국부운용>>국부펀드 협력
6022,NB000520061201100028842,국사편찬관련 사료조사,NB000420061201100028819,소기능,2013-03-23,교육부,1342000,교육>>유아및초·중등교육>>한국사연구·사료편찬>>국사편찬 연구 및 조사>>국사편찬관련 사료조사
6023,NB000520061201100028820,국사편찬관련 연구편찬,NB000420061201100028860,소기능,2013-03-23,교육부,1342000,교육>>유아및초·중등교육>>한국사연구·사료편찬>>한국역사 자료관리 및 정보화>>국사편찬관련 연구편찬
6024,NB000520061201100028865,국사편찬관련 자료정보관리,NB000420061201100028819,소기능,2013-03-23,교육부,1342000,교육>>유아및초·중등교육>>한국사연구·사료편찬>>국사편찬 연구 및 조사>>국사편찬관련 자료정보관리
6025,NB000520061201100028822,국사편찬기획,NB000420061201100028819,소기능,2013-03-23,교육부,1342000,교육>>유아및초·중등교육>>한국사연구·사료편찬>>국사편찬 연구 및 조사>>국사편찬기획
6026,NB000520061201100060176,국세기본법,NB000420061201100060170,소기능,2008-02-29,기획재정부,1051000,재정·세제·금융>>세제>>조세정책>>세제정책>>국세기본법
6027,B1000520151104000229849,국세지방세조정법,NB000420061201100060170,소기능,2015-11-11,기획재정부,1051000,재정·세제·금융>>세제>>조세정책>>세제정책>>국세지방세조정법
6028,NB000520061201100060180,국세징수법,NB000420061201100060170,소기능,2008-02-29,기획재정부,1051000,재정·세제·금융>>세제>>조세정책>>세제정책>>국세징수법
6029,NB000520061215100140351,국악대중화 및 저변확대,NB000420061215100140343,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국악원운영>>국립국악원 관리 및 지원>>국악대중화 및 저변확대
6030,NB000520061215100140373,국악박물관 운영,NB000420061215100140343,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국악원운영>>국립국악원 관리 및 지원>>국악박물관 운영
6031,NB000520061215100140365,국악연구,NB000420061215100140343,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국악원운영>>국립국악원 관리 및 지원>>국악연구
6032,B1000520070103000197567,국악연수,NB000420061215100140343,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국악원운영>>국립국악원 관리 및 지원>>국악연수
6033,B1000520200109000235696,국악원 시설관리,NB000420061215100140343,소기능,2020-01-09,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국악원운영>>국립국악원 관리 및 지원>>국악원 시설관리
6034,NB000520061215100140407,국악원 홍보,NB000420061215100140343,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국악원운영>>국립국악원 관리 및 지원>>국악원 홍보
6035,NB000520061215100140344,국악인프라 조성,NB000420061215100140343,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국악원운영>>국립국악원 관리 및 지원>>국악인프라 조성
6036,B1000520070103000197573,국악체험,NB000420061215100140343,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국악원운영>>국립국악원 관리 및 지원>>국악체험
6037,NB000520061215100140377,국악학자료연구 및 발간,NB000420061215100140343,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국악원운영>>국립국악원 관리 및 지원>>국악학자료연구 및 발간
6038,NB000520061215100140163,국어 능력 향상 및 환경 개선,NB000420061215100140152,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국어원운영>>국립국어원 운영 및 지원>>국어 능력 향상 및 환경 개선
6039,B1000520070109000200310,국어 유산 집대성 사전 편찬,NB000420061215100140152,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국어원운영>>국립국어원 운영 및 지원>>국어 유산 집대성 사전 편찬
6040,NB000520061215100140174,국어 정보지 발간 및 문화유산 정비,NB000420061215100140152,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화예술>>국립국어원운영>>국립국어원 운영 및 지원>>국어 정보지 발간 및 문화유산 정비
6041,B1000520140331000226164,국어사용환경개선,NB000420061215100139673,소기능,2014-03-31,문화체육관광부,1371000,문화체육관광>>문화예술>>문화정책>>국어정책 총괄>>국어사용환경개선
6042,B1000520140331000226163,국어정책,NB000420061215100139673,소기능,2014-03-31,문화체육관광부,1371000,문화체육관광>>문화예술>>문화정책>>국어정책 총괄>>국어정책
6043,B1000520070103000197569,국외 사적지 보존 관리,NB000420061215100124585,소기능,2023-05-23,국가보훈처|국가보훈부,1180000|1830000,사회복지>>보훈>>보훈선양>>보훈선양정책>>국외 사적지 보존 관리
6044,B1000520110614000221138,"국외문화유산 보호, 활용",B1000420110608000221011,소기능,2011-06-14,국가유산청,1833100,"문화체육관광>>국가유산>>국가유산정책총괄>>국외유산협력>>국외문화유산 보호, 활용"
6045,NB000520061201100053767,국외여행허가 관련 업무,NB000420061201100053766,소기능,2006-12-01,병무청,1300000,국방>>병무행정>>병역자원충원>>국외자원관리>>국외여행허가 관련 업무
6046,NB000520061214100122508,국외연수,NB000420061214100122507,소기능,2013-03-23,외교부,1262000,통일·외교>>외교>>외교정책연구및교육>>외국어 교육>>국외연수
6047,NB000520061201100029338,"국외유학 및 유학생 유치정책 수립, 추진",NB000420061201100029337,소기능,2013-03-23,교육부,1342000,"교육>>평생·직업교육>>국제교육협력증진>>재외동포교육>>국외유학 및 유학생 유치정책 수립, 추진"
6048,NB000520061201100054028,국외이주자의 자원관리,NB000420061201100053766,소기능,2013-11-29,병무청,1300000,국방>>병무행정>>병역자원충원>>국외자원관리>>국외이주자의 자원관리
6049,NB000520061201100053772,국외체류 병역의무자 관리업무,NB000420061201100053766,소기능,2013-11-29,병무청,1300000,국방>>병무행정>>병역자원충원>>국외자원관리>>국외체류 병역의무자 관리업무
6050,B1000520180906000232967,국외출장,B1000420170911000232039,소기능,2018-09-06,북방경제협력위원회,1072200,일반공공행정>>국정운영>>북방경제협력위원회행정지원>>처리과공통사무>>국외출장
6051,NB000520061201100036518,국외취업근로자 및 외국인 근로자 관련업무,NB000420061201100036359,소기능,2010-07-03,고용노동부,1492000,사회복지>>고용노동>>고용정책>>고용안정센터 운영>>국외취업근로자 및 외국인 근로자 관련업무
6052,B1000520130610000224597,국유림 경영계획,NB000420061201100017055,소기능,2014-05-01,산림청,1400000,농림>>임업·산촌>>국유림확대>>국유림경영관리>>국유림 경영계획
6053,NB000520061207100082403,국유시설관리 지원 및 입주기업체 건축민원 처리,NB000420061207100082349,소기능,2013-03-23,산업통상자원부,1450000,"산업·통상·중소기업>>무역및투자유치>>무역진흥>>자유무역지역 관리, 운영>>국유시설관리 지원 및 입주기업체 건축민원 처리"
6054,NB000520061201100017718,국유자연휴양림 운영·관리,NB000420061201100017713,소기능,2006-12-01,산림청,1400000,농림>>임업·산촌>>산림휴양·경관조성>>휴양림관리>>국유자연휴양림 운영·관리
6055,NB000520061201100017714,국유자연휴양림 조성,NB000420061201100017713,소기능,2006-12-01,산림청,1400000,농림>>임업·산촌>>산림휴양·경관조성>>휴양림관리>>국유자연휴양림 조성
6056,NB000520061201100059914,국유재산 결산,NB000420061201100059908,소기능,2008-02-29,기획재정부,1051000,재정·세제·금융>>기획재정>>국고관리>>국유재산 관리제도>>국유재산 결산
6057,NB000520061215100127288,국유재산 관리,NB000420061215100127287,소기능,2010-03-19,보건복지부,1352000,보건>>보건의료>>소록도병원지원>>한센병관리>>국유재산 관리
6058,B1000520130610000224596,국유재산 관리,NB000420061201100017055,소기능,2013-06-10,산림청,1400000,농림>>임업·산촌>>국유림확대>>국유림경영관리>>국유재산 관리
6059,BISd96924dccb8940278b10050630084104,국유재산 관리,BIScfce57a8cb894027865b050630084102,소기능,2017-07-26,행정안전부,1741000,일반공공행정>>일반행정>>청사관리>>청사기획>>국유재산 관리
6060,NB000520061201100059911,국유재산 권리보전,NB000420061201100059908,소기능,2008-02-29,기획재정부,1051000,재정·세제·금융>>기획재정>>국고관리>>국유재산 관리제도>>국유재산 권리보전
6061,B1000520141205000227803,국유재산 및 물품관리,B1000420141202000227677,소기능,2014-12-05,인사혁신처,1760000,일반공공행정>>일반행정>>인사혁신행정지원>>계약>>국유재산 및 물품관리
6062,NB000520061201100062481,"국유재산 및 물품의 구매, 관리",NB000420061201100062451,소기능,2006-12-01,통일부,1250000,"통일·외교>>통일>>남북교류협력>>남북간출입관리>>국유재산 및 물품의 구매, 관리"
6063,B1000520070111000200841,국유재산 법령·제도,NB000420061201100059908,소기능,2008-02-29,기획재정부,1051000,재정·세제·금융>>기획재정>>국고관리>>국유재산 관리제도>>국유재산 법령·제도
6064,B1000520130610000224598,국유재산 소송,NB000420061201100017055,소기능,2013-06-10,산림청,1400000,농림>>임업·산촌>>국유림확대>>국유림경영관리>>국유재산 소송
6065,NB000520061207100082350,국유재산 유지 및 관리,NB000420061207100082349,소기능,2013-03-23,산업통상자원부,1450000,"산업·통상·중소기업>>무역및투자유치>>무역진흥>>자유무역지역 관리, 운영>>국유재산 유지 및 관리"
6066,NB000520061207100090839,국유재산관리,NB000420061207100090838,소기능,2006-12-07,민주평화통일자문회의사무처,1081000,통일·외교>>통일>>민주평화통일자문>>운영지원>>국유재산관리
6067,NB000520061201100016560,국유재산관리,NB000420061201100016471,소기능,2006-12-01,산림청,1400000,농림>>임업·산촌>>산림행정지원>>운영지원>>국유재산관리
6068,NB000520061207100080715,국유재산관리,NB000420061207100080635,소기능,2013-03-23,산업통상자원부,1450000,산업·통상·중소기업>>산업·중소기업일반>>산업자원행정지원>>운영지원>>국유재산관리
6069,NB000520061201100027054,국유재산관리,NB000420061201100026967,소기능,2006-12-01,특허청,1430000,산업·통상·중소기업>>산업진흥·고도화>>지식재산행정종합지원>>운영지원>>국유재산관리
6070,NB000520061201100024455,국유재산관리,NB000420061201100024366,소기능,2006-12-01,조달청,1230000,일반공공행정>>일반행정>>조달행정지원>>운영지원>>국유재산관리
6071,NB000520061201100030880,국유재산관리,NB000420061201100030879,소기능,2006-12-01,관세청,1220000,재정·세제·금융>>세제>>관세행정지원>>운영지원>>국유재산관리
6072,NB000520061201100034867,국유재산관리,NB000420061201100034778,소기능,2006-12-01,기상청,1360000,과학기술>>과학기술진흥>>기상행정지원>>운영지원>>국유재산관리
6073,NB000520061201100039079,국유재산관리,NB000420061201100039078,소기능,2006-12-01,국가유산청,1833100,문화체육관광>>국가유산>>국가유산행정지원>>운영지원>>국유재산관리
6074,NB000520061201100042179,국유재산관리,NB000420061201100042178,소기능,2006-12-01,법무부,1270000,공공질서및안전>>법무및검찰>>법무및검찰행정지원>>운영지원>>국유재산관리
6075,NB000520061201100049753,국유재산관리,NB000420061201100049752,소기능,2006-12-01,법제처,1170000,일반공공행정>>법제>>법제행정지원>>운영지원>>국유재산관리
6076,NB000520061201100050497,국유재산관리,NB000420061201100050496,소기능,2006-12-01,병무청,1300000,국방>>병무행정>>병무행정지원>>운영지원>>국유재산관리
6077,NB000520061201100056508,국유재산관리,NB000420061201100056507,소기능,2006-12-01,통계청,1240000,일반공공행정>>일반행정>>통계행정지원>>운영지원>>국유재산관리
6078,NB000520061207100091420,국유재산관리,NB000420061207100091419,소기능,2006-12-07,환경부,1480000,환경>>환경일반>>환경행정지원>>운영지원>>국유재산관리
6079,NB000520061208100096792,국유재산관리,NB000420061208100096791,소기능,2006-12-08,국가인권위원회,1620000,일반공공행정>>국민권익·인권>>인권위행정지원>>운영지원>>국유재산관리
6080,NB000520061215100132076,국유재산관리,NB000420061215100132075,소기능,2006-12-15,행정중심복합도시건설청,1670000,지역개발>>지역및도시>>행복도시건설행정지원>>운영지원>>국유재산관리
6081,NB000520061215100139124,국유재산관리,NB000420061215100139034,소기능,2008-02-29,문화체육관광부,1371000,문화체육관광>>문화체육관광일반>>문화관광행정지원>>운영지원>>국유재산관리
6082,NB000520061215100136700,국유재산관리,NB000420061215100136606,소기능,2013-03-23,농림축산식품부,1543000,농림>>농업·농촌>>농림행정지원>>운영지원>>국유재산관리
6083,NB000520061214100121587,국유재산관리,NB000420061214100121586,소기능,2013-03-23,외교부,1262000,통일·외교>>외교>>외교행정지원>>운영지원>>국유재산관리
6084,NB000520061213100110672,국유재산관리,NB000420061213100110582,소기능,2013-03-23,국토교통부,1613000,교통및물류>>물류등기타>>국토교통행정지원>>운영지원>>국유재산관리
6085,NB000520061208100093335,국유재산관리,NB000420061208100093334,소기능,2010-03-18,여성가족부,1383000,사회복지>>보육·가족및여성>>여성가족행정지원>>운영지원>>국유재산관리
6086,NB000520061207100084868,국유재산관리,NB000420061207100084860,소기능,2017-07-26,해양경찰청|소방청|행정안전부,1532000|1661000|1741000,공공질서및안전>>안전관리>>국민안전행정지원>>운영지원>>국유재산관리
6087,NB000520061201100059909,국유재산관리,NB000420061201100059908,소기능,2008-02-29,기획재정부,1051000,재정·세제·금융>>기획재정>>국고관리>>국유재산 관리제도>>국유재산관리
6088,NB000520061201100059145,국유재산관리,NB000420061201100059057,소기능,2008-02-29,기획재정부,1051000,재정·세제·금융>>기획재정>>기획재정행정지원>>운영지원>>국유재산관리
6089,NB000520061201100054744,국유재산관리,NB000420061201100054680,소기능,2019-11-20,과학기술정보통신부,1721000,통신>>우정>>우정사업행정지원>>운영지원>>국유재산관리
6090,NB000520061201100036521,국유재산관리,NB000420061201100036238,소기능,2010-07-03,고용노동부,1492000,사회복지>>고용노동>>고용노동행정지원>>운영지원>>국유재산관리
6091,NB000520061201100027970,국유재산관리,NB000420061201100027881,소기능,2013-03-23,교육부,1342000,교육>>교육일반>>교육행정지원>>운영지원>>국유재산관리
6092,NB000520061201100006505,국유재산관리,NB000420061201100006504,소기능,2013-03-23,국무조정실,1092000,일반공공행정>>국정운영>>국무조정실행정지원>>운영지원>>국유재산관리
6093,BISd88f8037cb844027ffaf050630080505,국유재산관리,B1000420141202000227687,소기능,2017-07-26,행정안전부|인사혁신처,1741000|1760000,일반공공행정>>일반행정>>인사혁신행정지원>>운영지원>>국유재산관리
6094,NB000520061201100037725,국유재산관리,NB000420061201100037624,소기능,2007-01-02,농촌진흥청,1390000,농림>>농업·농촌>>농촌진흥행정지원>>운영지원>>국유재산관리
6095,NB000520070104100142475,국유재산관리,NB000420061201100061971,소기능,2007-01-04,통일부,1250000,통일·외교>>통일>>통일행정지원>>운영지원>>국유재산관리
6096,B1000520130305110000044,국유재산관리,B1000420130305110000014,소기능,2017-07-26,과학기술정보통신부,1721000,과학기술>>과학기술진흥>>과학기술정보통신행정지원>>운영지원>>국유재산관리
6097,B1000520070419000206664,국유재산관리,B1000420070124000202640,소기능,2007-04-20,조달청,1230000,일반공공행정>>일반행정>>조달행정지원>>국유재산>>국유재산관리
6098,B1000520060308000177916,국유재산관리,B1000420060308000177874,소기능,2017-07-26,해양경찰청,1532000,공공질서및안전>>해경>>해양경찰행정지원>>운영지원>>국유재산관리
6099,B1000520080515000212816,국유재산관리,B1000420080515000212727,소기능,2008-05-15,방송통신위원회,1570100,통신>>방송통신>>방송통신위행정지원>>운영지원>>국유재산관리
6100,B1000520110317100000047,국유재산관리,B1000420110317100000014,소기능,2011-03-17,국가과학기술위원회(구),1191000,과학기술>>과학기술진흥>>국가과학기술위행정지원>>운영지원>>국유재산관리
6101,NB000520061201100060872,국유재산관리,NB000420061201100060820,소기능,2013-03-23,식품의약품안전처,1471000,보건>>식품의약안전>>식품의약안전행정지원>>운영지원>>국유재산관리
6102,NB000520061201100032476,국유재산관리,NB000420061201100032475,소기능,2012-11-01,국민권익위원회,1140100,일반공공행정>>국민권익·인권>>국민권익위행정지원>>운영지원>>국유재산관리
6103,B1000520130909100000143,국유재산관리,B1000420130909100000114,소기능,2013-09-09,새만금개발청,1730000,지역개발>>지역및도시>>새만금개발행정지원>>운영지원>>국유재산관리
6104,B1000520130305120000047,국유재산관리,B1000420130305120000014,소기능,2013-03-05,해양수산부,1192000,해양수산>>해양수산·어촌>>해양수산행정지원>>운영지원>>국유재산관리
6105,NB000520061130100005691,국유재산관리,NB000420061130100005690,소기능,2017-07-26,중소벤처기업부,1421000,산업·통상·중소기업>>산업·중소기업일반>>중소기업행정지원>>운영지원>>국유재산관리
6106,B1000520081218000000029,국유재산관리,B1000420081218000000011,소기능,2008-12-18,감사원,1040000,일반공공행정>>일반행정>>감사원 행정지원>>운영지원>>국유재산관리
6107,B1000520200911000236997,국유재산관리,B1000420200911000236973,소기능,2020-09-11,질병관리청,1790387,보건>>감염병및질병>>질병관리청운영>>운영지원>>국유재산관리
6108,NB000520061215100125198,국유재산관리,B1000420201024000238238,소기능,2020-10-24,보건복지부,1352000,사회복지>>사회복지일반>>보건복지행정지원>>운영지원>>국유재산관리
6109,B1000520210120000238824,국유재산관리,B1000420210120000238781,소기능,2021-01-21,고위공직자범죄수사처,1790364,공공질서및안전>>고위공직자범죄수사>>고위공직자범죄수사등행정지원>>운영지원>>국유재산관리
6110,NB000520061214100123426,국유재산관리,NB000420061214100123341,소기능,2023-05-24,국가보훈처|국가보훈부,1180000|1830000,사회복지>>보훈>>보훈행정지원>>운영지원>>국유재산관리
6111,B1000520240520000248635,국유재산관리,B1000420240520000248632,소기능,2024-05-20,우주항공청,1834100,과학기술>>과학기술진흥>>우주항공행정지원>>운영지원>>국유재산관리
6112,NB000520061215100133245,국유재산관리에 관한 사항,NB000420061215100133111,소기능,2013-03-23,해양수산부,1192000,교통및물류>>해운·항만>>지방해양수산청운영>>항만공사>>국유재산관리에 관한 사항
6113,B1000520070201000203652,국유재산지원,B1000420070124000202640,소기능,2007-02-01,조달청,1230000,일반공공행정>>일반행정>>조달행정지원>>국유재산>>국유재산지원
6114,NB000520061215100133725,국유하역장비 관리의 지도 및 감독,NB000420061215100133111,소기능,2013-03-23,해양수산부,1192000,교통및물류>>해운·항만>>지방해양수산청운영>>항만공사>>국유하역장비 관리의 지도 및 감독
6115,NB000520061201100042702,국적관련 다툼의 처리,NB000420061201100042691,소기능,2006-12-01,법무부,1270000,공공질서및안전>>법무및검찰>>출입국·외국인정책>>국적난민관리>>국적관련 다툼의 처리
6116,NB000520061201100042705,국적관련 행정 지원,NB000420061201100042691,소기능,2006-12-01,법무부,1270000,공공질서및안전>>법무및검찰>>출입국·외국인정책>>국적난민관리>>국적관련 행정 지원
6117,NB000520061213100115286,국적및외국정기항공사 사업계획변경신고 및 인가,NB000420061213100115141,소기능,2013-03-23,국토교통부,1613000,교통및물류>>항공·공항>>항공운항기술및안전>>항공운항총괄>>국적및외국정기항공사 사업계획변경신고 및 인가
6118,NB000520061201100042699,국적상실(이탈) 처리,NB000420061201100042691,소기능,2006-12-01,법무부,1270000,공공질서및안전>>법무및검찰>>출입국·외국인정책>>국적난민관리>>국적상실(이탈) 처리
6119,NB000520061215100133247,국적선박에 대한 승선점검,NB000420061215100133122,소기능,2013-03-23,해양수산부,1192000,교통및물류>>해운·항만>>해양및해상교통안전관리>>해사기술>>국적선박에 대한 승선점검
6120,NB000520061215100133380,국적선수송정책의 수립 · 조정,NB000420061215100133071,소기능,2013-03-23,해양수산부,1192000,교통및물류>>해운·항만>>항만운영및해상운송>>해운정책>>국적선수송정책의 수립 · 조정
6121,NB000520061201100042696,국적회복처리,NB000420061201100042691,소기능,2006-12-01,법무부,1270000,공공질서및안전>>법무및검찰>>출입국·외국인정책>>국적난민관리>>국적회복처리
6122,B1000520210120000238803,국정감사,B1000420210120000238772,소기능,2021-01-20,고위공직자범죄수사처,1790364,공공질서및안전>>고위공직자범죄수사>>고위공직자범죄수사등행정지원>>국회>>국정감사
6123,NB000520061207100090657,국정감사 대응,NB000420061207100090656,소기능,2006-12-07,민주평화통일자문회의사무처,1081000,통일·외교>>통일>>민주평화통일자문>>국회>>국정감사 대응
6124,NB000520061208100096521,국정감사 대응,NB000420061208100096520,소기능,2006-12-08,국가인권위원회,1620000,일반공공행정>>국민권익·인권>>인권위행정지원>>국회>>국정감사 대응
